title,slug,shortId,duration,shortDescription,learningObjectives,instructors_0_user,instructors_1_user,instructors_2_user
Cardiovascular Anatomy Part 1,cardiovascular-anatomy-part-1,rkgizoSUEE,788,"Cardiovascular issues are one of the most prevalent in the US and the world. It is essential for every great clinician to have a good grasp of the structure of the heart. Understanding and interpreting the heart sounds, murmurs, and EKG depend on the mastery of the heart's structure. \r\nThis is your video to start the mastery of the structure of the heart.\r\n",[  ],5b33d4520d1b7000041ae769,,
Cardiovascular Anatomy Part 2,cardiovascular-anatomy-part-2,ry9ViH84N,698,"In this second instalment of the cardiovascular anatomy videos, Drbeen faculty, Dr. Adam Jones discusses further the structure of the heart. \r\n\r\nFollowing structural elements are presented and discussed. \r\n\r\n1. Left Ventricle\r\n2. Aortic valve \r\n3. Aorta: Ascending, Arch and Descending\r\n4. Brachiocephalic trunk\r\n5. Left Common Carotid \r\n6. Left Subclavian \r\n7. Ligamentum Arteriosum \r\n8. Pulmonary valve\r\n9. Pulmonary trunk\r\n10. Coronary Arteries and their relevance to Myocardial Infarctions",[  ],5b33d4520d1b7000041ae769,,
The Upper Respiratory Tract Pharynx and Sinuses,the-upper-respiratory-tract-pharynx-and-sinuses,H1DF0BINN,1065,"Sinusitis is a common condition affecting between 24-31 million people across the US annually. It is therefore important for healthcare professionals to have a good understanding of the structure of the upper respiratory tract, specifically the paranasal sinuses and the pharynx. \r\n",[  ],5b33d4520d1b7000041ae769,,
Webinar - Lower Limb Reflexes and Upper Motor Neuron Lesion (Part 1),webinar-lower-limb-reflexes-and-upper-motor-neuron-lesion-part-1,BJxHSnc284,2092,"Nervous system examination is crucial to identify a type of lesion, its location, and its extent. Lower limb reflexes are an important part of this examination especially in a patient in coma. Dr. Mobeen discusses the foundations of lower limb examination in this webinar. Next part will present the clinical utility and lesion assessment based on the abnormal reflexes e.g. positive Babinski's sign (plantar reflex), or hyperreflexia vs. hyporeflexia etc.",[  ],57c6515c1a4f528e46bc4708,,
The Larynx,the-larynx,rJl8lR5hUN,1311,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the structures of the Larynx. \r\n\r\nThe following structural elements are presented and discussed:\r\n1. Thyroid Cartilage\r\n2. Cricoid Cartilage \r\n3. Epiglotis \r\n4. Arytenoid Cartilage\r\n5. Corniculate Cartilage\r\n6. Cuneiform Cartilage \r\n7. Cricotracheal ligament/membrane\r\n8. Laryngeal Prominence \r\n9. Superior Thyroid Notch\r\n10. Cricothyroid ligament\r\n11. Hyoid bone\r\n12. Thyrohyoid ligament/membrane\r\n13. True Vocal Cords\r\n14. False Vocal Cords\r\n15. Rima Glotidis\r\n16. Laryngeal Muscles\r\n17. Superior Laryngeal nerve\r\n18. Recurrent Laryngeal Nerve\r\n19. Thyroid Gland\r\n20. Superior Thyroid Artery\r\n21. Inferior Thyroid Artery \r\n22. Nerve lesions ",[  ],5b33d4520d1b7000041ae769,,
Ventricles CSF and Meninges,ventricles-csf-and-meninges,Hyufacls2I4,629,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses ventricles, cerebrospinal fluid, and the meninges.",[  ],5b33d4520d1b7000041ae769,,
Webinar - Lower Limb Reflexes and Upper Motor Neuron Lesion (Part 2),webinar-lower-limb-reflexes-and-upper-motor-neuron-lesion-part-2,rJgdTVs2IV,2092,"Nervous system examination is crucial to identify a type of lesion, its location, and its extent. Lower limb reflexes are an important part of this examination especially in a patient in coma. Dr. Mobeen discusses the foundations of lower limb examination in this webinar. Next part will present the clinical utility and lesion assessment based on the abnormal reflexes e.g. positive Babinski's sign (plantar reflex), or hyperreflexia vs. hyporeflexia etc.",[  ],57c6515c1a4f528e46bc4708,,
Surgery Webinar Assessment and Management of the Facial Lacerations - Part 1,surgery-webinar-assessment-and-management-of-the-facial-lacerations-part-1,BJlrSZrJdV,1492,"Plastic surgery resident Dr. Zeshaan Maan of Stanford presents the assessment and the management approach of facial lacerations.\r\nFacial lacerations can range from very simple to incredibly complex. Because of their cosmetic importance these warn thorough evaluation and then management starting from the ER to OR.\r\nDue to the importance fo the topic, this webinar had a lots of great questions and Dr. Maan's answers and opinions about them. Don't miss it.\r\n",[  ],5b4ff2e7e42732001cc86945,,
Surgery Webinar Assessment and Management of the Facial Lacerations - Part 2,surgery-webinar-assessment-and-management-of-the-facial-lacerations-part-2,B1g5PirdOE,1352,"Plastic surgery resident Dr. Zeshaan Maan of Stanford presents the assessment and the management approach of facial lacerations.\r\nFacial lacerations can range from very simple to incredibly complex. Because of their cosmetic importance these warn thorough evaluation and then management starting from the ER to OR.\r\nDue to the importance fo the topic, this webinar had a lots of great questions and Dr. Maan's answers and opinions about them. Don't miss it.\r\n",[  ],5b4ff2e7e42732001cc86945,,
The Ascending Tracts,the-ascending-tracts,H1xALXenqV,1053,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the ascending tracts. \r\nFollowing structural elements are presented and discussed:\r\n\r\nAscending Tracts\r\nUnconscious tracts\r\nDorsal Column tract\r\nSpinocerebellar \r\nSpinothalamic tract\r\nFine touch\r\nVibration\r\nProprioception\r\nSpinal cord\r\nLumbar cord\r\nCervical cord \r\nDorsal root Ganglion\r\nFirst-order Neuron\r\nFasciculus Gracilis \r\nSecond-order Neuron\r\nDecussation\r\nMedulla\r\nNucleus Gracilis\r\nInternal arcuate fibers \r\nMedial Lemniscus\r\nMidbrain\r\nPons\r\nCerebral hemisphere\r\nThird-order Neuron\r\nThalamus \r\nFasciculus Cuneatus\r\nNucleus Cuneatus ",[  ],5b33d4520d1b7000041ae769,,
Overview of the Salivary Glands,overview-of-the-salivary-glands,B1gDiRghq4,956,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the oral cavity and salivary glands. \r\nFollowing structural elements are presented and discussed: \r\n\r\n1) Parotid gland \r\n2)Sternocleidomastoid muscle\r\n3) Accessory spinal nerve\r\n4) Masseter muscle\r\n5) External auditory meatus \r\n6)Mandible \r\n7)Facial nerve \r\n8)Stensen’s duct\r\n9)Stylomastoid foramen \r\n10)Internal auditory meatus\r\n11)The teeth\r\n12)Arterial supply\r\n13)Submandibular gland \r\n14)Sublingual gland\r\n15)Relevant clinical cases\r\n",[  ],5b33d4520d1b7000041ae769,,
The Brachial Plexus and Nerve Lesions,the-brachial-plexus-and-nerve-lesions,SJJLM-3cN,833,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the the brachial plexus and potential peripheral nerve lesions. \r\nThe following structural elements are presented and discussed:\r\n\r\nRoots\r\nTrunks\r\nDivisions \r\nCords \r\nBranches \r\nMusculocutaneous nerve\r\nAxillary nerve\r\nRadial nerve\r\nMedian nerve\r\nUlnar nerve\r\nLong thoracic nerve\r\nAnterior scalene muscle\r\nAxillary artery \r\nDeltoid muscle \r\nPec muscles\r\nBiceps brachii\r\nCoracobrachialis\r\nTriceps\r\nClinical cases\r\nNerve Lesions",[  ],5b33d4520d1b7000041ae769,,
Basic Structure of the Skull,basic-structure-of-the-skull,HJgk6kvCjE,1167,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the basic structure of the skull. \r\nThe following structural elements are presented and discussed: \r\n\r\n1. Cranium\r\n2. Facial skeleton\r\n3. Frontal bone\r\n4. Parietal bone\r\n5. Temporal bone\r\n6. Sphenoid bone\r\n7. Coronal suture\r\n8. Sagittal suture\r\n9. Occipital bone\r\n10. Foramen Magnum\r\n11. Styloid process\r\n12. Mastoid process\r\n13. External occipital protuberance \r\n14. External auditory meatus\r\n15. Occipital condyles\r\n16. Zygomatic arch\r\n17. Zygomatic bone\r\n18. Maxilla bone\r\n19. Mandible\r\n20. Lacrimal bone\r\n21. Petrous part of temporal bone\r\n22. Squamous part of temporal bone \r\n23. Lamboid suture\r\n24. Nasal septum\r\n25. Nasal bone\r\n",[  ],5b33d4520d1b7000041ae769,,
Premature Ventricular Contractions (EKG Interpretation),premature-ventricular-contractions-ekg-interpretation,r1xJPllF24,1157,"Let us continue with the EKG interpretation series. \r\n\r\nThis lecture discusses the premature ventricular contractions (PVCs.) PVCs can be benign or malignant. \r\n\r\nHistory and lifestyle are essential considerations while working up PVCs. The patient usually contacts their provider because of the palpitations. They also may have issues sleeping correctly or sleeping on one side of their body etc.\r\n\r\nIn this lecture, we will go over the signs, symptoms, pathophysiology, EKG changes, diagnostic criteria, and clinical and surgical management of the PVCs.",[  ],57c6515c1a4f528e46bc4708,,
The Lower Respiratory Part 1,the-lower-respiratory-part-1,HygIaXaeaV,741,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the structure of the lower respiratory tract. This is the first of two lectures on the lower respiratory tract. Dr Jones explains the following:\r\n1. Ribcage\r\n2. Costal cartilages\r\n3. Ribs \r\n4. Spine\r\n5. True ribs\r\n6. False ribs\r\n7. Floating ribs\r\n8. Sternum\r\n9. Super articular facet \r\n10. Inferior articular facet\r\n11. Thoracic vertebrae \r\n12. Transverse process\r\n13. Spinous process\r\n14. Costal groove\r\n15. Atypical rib\r\n16. Intercostal nerve\r\n17. Intercostal artery\r\n18. Intercostal vein\r\n19. Spleen\r\n20. Liver\r\n21. Cervical Rib\r\n22. Axillary artery\r\n23. Brachial plexus",[  ],5b33d4520d1b7000041ae769,,
The Lower Respiratory Part 2,the-lower-respiratory-part-2,S14Amal6E,787,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the structure of the lower respiratory tract. This is the second of two lectures on the lower respiratory tract. Dr. Jones explains the following:\r\n1. Sternum\r\n2. Manubrium\r\n3. Jugular notch\r\n4. Sternal angle\r\n5. Angle of Louis\r\n6. Manobriosternal joint \r\n7. Xiphoid process \r\n8. Intercostal nerve\r\n9. Intercostal artery\r\n10. Intercostal vein\r\n11. Pneumothorax\r\n12. Tension pneumothorax\r\n13. Chest Drain\r\n14. Needle decompression\r\n15. Trachea\r\n16. Apices of lungs\r\n17. Base of lungs\r\n18. Diaphragm\r\n19. Aspiration \r\n20. Middle Lobe\r\n21. Superior lobe\r\n22. Inferior lobe\r\n23. Bronchi\r\n",[  ],5b33d4520d1b7000041ae769,,
The Brain,the-brain,S1_UVTlaN,1237,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the basic structure of the brain. Following structural elements are presented and discussed. \r\n\r\n1. Sulcus\r\n2. Fissure\r\n3. Gyrus\r\n4. Lateral fissure\r\n5. Frontal lobe\r\n6. Parietal lobe\r\n7. Occipital lobe\r\n8. Temporal lobe\r\n9. Cerebellum\r\n10. Brain stem\r\n11. Central sulcus\r\n12. Pre-central gyrus\r\n13. Post-central gyrus\r\n14. Broca’s area\r\n15. Wernicke’s area\r\n16. Grey mater \r\n17. White mater\r\n18. Corpus collosum \r\n19. Midbrain\r\n20. Pons\r\n21. Medulla oblongata\r\n22. Cerebral peduncles \r\n23. Lateral ventricles\r\n24. Third ventricle\r\n25. Caudate nucleus\r\n26. Putamen nucleus \r\n27. Thalamus \r\n28. Internal capsule\r\n29. Globus pallidus \r\n30. Insula\r\n31. Cranium\r\n32. Facial skeleton\r\n33. Frontal bone\r\n34. Parietal bone\r\n35. Temporal bone\r\n36. Sphenoid bone\r\n37. Coronal suture\r\n38. Sagittal suture\r\n39. Occipital bone\r\n40. Foramen Magnum\r\n41. Styloid process",[  ],5b33d4520d1b7000041ae769,,
The Cervical Vertebrae,the-cervical-vertebrae,ByKuV6ea4,650,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the structure of the Cervical Vertebrae. Dr Jones explains the following:\r\n1. Atlas\r\n2. Axis\r\n3. Transverse Process  \r\n4. Vertebral foramen (Triangular)\r\n5. Spinous process (Bifid)\r\n6. Transverse Foramen \r\n7. Seventh Cervical Vertebrae\r\n8. Lateral mass\r\n9. Odontoid process\r\n10. Occipital bone\r\n11. Occipital condyle\r\n12. Anterior arch\r\n13. Transverse ligament of the atlas\r\n14. Hangman’s fracture\r\n15. Pars interarticularis",[  ],5b33d4520d1b7000041ae769,,
The Hip Bone,the-hip-bone,rkJqE6la4,862,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the basic structure of the hip bone. Following structural elements are presented and discussed. \r\n\r\n1. Ilium\r\n2. Ischium\r\n3. Pubis\r\n4. Sacrum\r\n5. Coccyx\r\n6. Pubic Symphysis\r\n7. Pubic Tubercle\r\n8. Anterior superior iliac spine\r\n9. Inguinal Ligament\r\n10. Ischial tuberosity \r\n11. Anterior inferior iliac spine\r\n12. Ischial spine\r\n13. Greater sciatic foramen\r\n14. Lesser sciatic foramen \r\n15. Obturator foramen \r\n16. Pelvic brim\r\n17. Acetabulum\r\n18. Greater sciatic notch\r\n19. Lesser sciatic notch\r\n20. Posterior superior iliac spine\r\n21. Posterior inferior iliac spine\r\n22. Sacrospinous ligament\r\n23. Sacrotuberous ligament ",[  ],5b33d4520d1b7000041ae769,,
"Spine, Vertebrae and Ligaments",spine-vertebrae-and-ligaments,S1tZHplp4,1360,"In this anatomy lecture, Drbeen faculty, Dr. Adam Jones discusses the structure of the Spine, Vertebrae, and Ligaments. Dr. Jones explains the following:\r\n1. Cervical\r\n2. Thoracic\r\n3. Lumbar\r\n4. Spinous process \r\n5. Sacrum\r\n6. Coccyx\r\n7. Vertebral body\r\n8. Transverse process\r\n9. Vertebral canal\r\n10. Vertebral foramen\r\n11. Spinal cord\r\n12. Intervertebral Foramen\r\n13. Kyphosis\r\n14. Scoliosis\r\n15. Lordosis\r\n16. Cauda Equina\r\n17. Nerve roots\r\n18. Interspinous ligament\r\n19. Ligamentum nuchae\r\n20. Supraspinous ligament \r\n21. Ligamentum flavum\r\n22. Anterior Longitudinal Ligament\r\n23. Posterior Longitudinal Ligament\r\n24. Lumbar puncture ",[  ],5b33d4520d1b7000041ae769,,
Dr. Zeshaan Maan Answers Your Surgery Related Questions,dr-zeshaan-maan-answers-your-surgery-related-questions,Sk9mNSjaN,853,We sit down with Dr. Zeshaan Maan (plastic surgery resident at Stanford) for a discussion of the management approach for facial lacerations. We ask questions from our audience from Instagram and YouTube as well.,[  ],5b4ff2e7e42732001cc86945,57c6515c1a4f528e46bc4708,
Ventricular Tachycardia,ventricular-tachycardia,Bkl6b7kRAE,298,"In this lecture we will discuss Ventricular Tachycardia, also known as V-Tach.\r\nV-Tach is defined as rapid and repetitive firing of 3 or more PVCs in a row, with a rate of 100-250 beats per minute, originating in the ventricles of the heart. ",[  ],57c6515c1a4f528e46bc4708,,
